Voxel count,Max Feret Diameter (nm),Distance,Contact_Type,Distance to closest DSM (nm)
4.0,16.899551213695368,12nm,ER-MT,2292.331600983744
4.0,14.96531487811254,12nm,ER-MT,282.7295588758716
4.0,13.263881245023065,12nm,ER-MT,1754.217805682856
4.0,14.965314878112538,12nm,ER-MT,289.8827347053157
4.0,12.648699892395346,12nm,ER-MT,2653.0497052590363
4.0,14.96534474608622,12nm,ER-MT,1892.1183482234485
5.0,12.649022912481762,12nm,ER-MT,2861.5213523153216
5.0,14.962058036354716,12nm,ER-MT,776.8036880406726
5.0,16.89949765104266,12nm,ER-MT,2190.7769678364275
5.0,16.490930106287305,12nm,ER-MT,1962.0763396233087
5.0,12.649022912481762,12nm,ER-MT,321.2724664081179
5.0,20.66844300960332,12nm,ER-MT,474.3163515286142
5.0,14.965705644301414,12nm,ER-MT,669.6267860206717
5.0,13.856489491509931,12nm,ER-MT,787.4007792452176
5.0,14.9653768096074,12nm,ER-MT,1974.73241314583
5.0,20.668657260214136,12nm,ER-MT,686.1020551696129
5.0,16.489311399677103,12nm,ER-MT,1957.2796645661583
6.0,18.32513100483917,12nm,ER-MT,308.6227593485092
6.0,13.856160856882402,12nm,ER-MT,1759.2452650205814
6.0,14.961938366291108,12nm,ER-MT,454.3126692624355
6.0,18.30355601516207,12nm,ER-MT,521.9654894972336
6.0,20.668614750312425,12nm,ER-MT,2341.9001990987454
6.0,17.435521663122383,12nm,ER-MT,2526.018079151981
6.0,21.90245673836202,12nm,ER-MT,2655.590378708439
6.0,21.902857579386243,12nm,ER-MT,408.6465423824848
6.0,20.37533668632321,12nm,ER-MT,2730.060714384308
6.0,14.96192184282781,12nm,ER-MT,1886.350901258993
6.0,20.3754803825164,12nm,ER-MT,1438.1655546458203
7.0,21.76902333882397,12nm,ER-MT,3372.882474650396
7.0,18.30694625522189,12nm,ER-MT,2326.147068743012
7.0,20.39225217953246,12nm,ER-MT,560.2713599728304
7.0,17.431487613434147,12nm,ER-MT,607.6577960811846
7.0,20.392029557769973,12nm,ER-MT,603.894022788154
7.0,18.3255904175095,12nm,ER-MT,395.8585637064971
7.0,21.768959342128063,12nm,ER-MT,2204.1849661036395
8.0,16.492407778724736,12nm,ER-MT,2314.980747541995
8.0,17.888507168378478,12nm,ER-MT,2128.6014089128003
8.0,14.421416628081689,12nm,ER-MT,1455.4943845723756
8.0,16.970485730584986,12nm,ER-MT,2116.189079970354
9.0,21.908782989881377,12nm,ER-MT,646.2445298893726
9.0,20.784562244006445,12nm,ER-MT,2321.7992293211864
9.0,21.768682294208663,12nm,ER-MT,334.9507267103036
9.0,29.117545592477818,12nm,ER-MT,482.8250439459225
9.0,21.768818128198347,12nm,ER-MT,2400.869789198623
9.0,20.375229588481783,12nm,ER-MT,623.1404086065595
9.0,25.400733841398228,12nm,ER-MT,804.0199190872954
9.0,18.325528993123065,12nm,ER-MT,1987.6579244737518
9.0,36.15362992109763,12nm,ER-MT,2256.6346160601825
10.0,25.830385229233165,12nm,ER-MT,2779.5019832410617
10.0,16.970485730584986,12nm,ER-MT,2578.641442596563
10.0,29.117340912269025,12nm,ER-MT,1073.8044693425763
10.0,25.40046217341887,12nm,ER-MT,1268.8830111073912
10.0,19.587288459768438,12nm,ER-MT,630.948477464699
11.0,25.611001886310923,12nm,ER-MT,2817.9226774227573
11.0,21.538914868084557,12nm,ER-MT,2313.120830876869
11.0,21.540436514087133,12nm,ER-MT,2405.054601695156
12.0,23.65569152813785,12nm,ER-MT,2296.797902090475
12.0,22.95669418137137,12nm,ER-MT,274.8381575656822
12.0,20.375317223548784,12nm,ER-MT,2682.5032364286017
13.0,18.32529368994322,12nm,ER-MT,428.74700056927406
14.0,19.58744046333505,12nm,ER-MT,2576.8570139916847
14.0,27.99580889988936,12nm,ER-MT,2644.919732119888
14.0,40.09455047255253,12nm,ER-MT,414.40077325205493
14.0,32.21264363911664,12nm,ER-MT,2319.993200217141
14.0,24.437968256286688,12nm,ER-MT,487.294585127529
14.0,23.32152962528256,12nm,ER-MT,2562.5049602240324
15.0,35.77711602135587,12nm,ER-MT,2316.100108146202
16.0,25.40075222296,12nm,ER-MT,3054.6882499038475
16.0,33.18537975790597,12nm,ER-MT,1055.2952289799578
16.0,21.7688755009243,12nm,ER-MT,1330.347345174232
16.0,20.39211805308687,12nm,ER-MT,2251.278829135117
17.0,27.960997763504917,12nm,ER-MT,2306.3494154484943
18.0,38.08198204849573,12nm,ER-MT,3453.464387348504
19.0,29.113325306846328,12nm,ER-MT,395.6968726015475
20.0,23.567560156957395,12nm,ER-MT,4075.695869687479
22.0,24.43803336368592,12nm,ER-MT,2321.0411654872587
22.0,28.916324154835173,12nm,ER-MT,3523.943178151967
23.0,31.32414604441273,12nm,ER-MT,520.6304081184499
25.0,41.321558835218205,12nm,ER-MT,2497.851937732776
25.0,24.643378435904324,12nm,ER-MT,1103.9492164854892
25.0,46.81821818032204,12nm,ER-MT,386.0984350012586
26.0,23.65323720449862,12nm,ER-MT,3083.4291919745738
28.0,29.93088596867025,12nm,ER-MT,505.4107532487251
29.0,26.21366278572211,12nm,ER-MT,1802.709107323608
30.0,48.6609330087337,12nm,ER-MT,1085.8286714210408
31.0,46.81878812776005,12nm,ER-MT,495.27363898960175
33.0,30.19334716717614,12nm,ER-MT,2699.0962851414224
35.0,35.776709282960205,12nm,ER-MT,1076.297394320136
35.0,43.264490880738926,12nm,ER-MT,983.2598379944102
38.0,42.295550528934136,12nm,ER-MT,545.1898914543563
39.0,38.77564371413555,12nm,ER-MT,423.5091353166354
41.0,55.99986252491362,12nm,ER-MT,509.9490181237343
42.0,37.945992107990726,12nm,ER-MT,2465.343868607306
43.0,45.60689357001944,12nm,ER-MT,831.0860266647069
43.0,64.42528727823327,12nm,ER-MT,2012.802951867343
44.0,29.117649365650784,12nm,ER-MT,2294.250180057133
44.0,51.93224102364972,12nm,ER-MT,2646.7882889846805
45.0,52.60242082187496,12nm,ER-MT,460.0173895141779
46.0,36.2115059736591,12nm,ER-MT,2298.409754075692
46.0,48.66136160074814,12nm,ER-MT,2694.290287763579
47.0,45.60687552307866,12nm,ER-MT,386.7816076308373
48.0,51.93244685050567,12nm,ER-MT,2300.2121452009305
49.0,96.00012162991334,12nm,ER-MT,700.9136879787548
49.0,50.69457992146516,12nm,ER-MT,2509.476416889811
49.0,40.17675255754545,12nm,ER-MT,553.9963581213669
49.0,41.337262709469535,12nm,ER-MT,1820.7426819571992
50.0,48.29520740138605,12nm,ER-MT,2372.5935989205027
52.0,39.79400157468866,12nm,ER-MT,793.1708410069405
52.0,59.46357096168309,12nm,ER-MT,577.1932478637609
53.0,41.09712349411287,12nm,ER-MT,2701.30340140895
54.0,48.33109319872181,12nm,ER-MT,319.2240569660499
55.0,50.594946732907786,12nm,ER-MT,2292.143108206801
56.0,38.77580318794787,12nm,ER-MT,420.5520269806584
61.0,55.56919606790819,12nm,ER-MT,510.5134732730221
63.0,47.99994712811895,12nm,ER-MT,475.310429237652
64.0,63.2445210680237,12nm,ER-MT,1787.785208762216
66.0,58.234842030529855,12nm,ER-MT,2278.104602737585
68.0,62.096272165004976,12nm,ER-MT,2308.090188307688
69.0,42.295659744515895,12nm,ER-MT,2912.6731533324346
69.0,39.99971453746264,12nm,ER-MT,568.4083248524985
71.0,79.99994977581082,12nm,ER-MT,418.4925330719125
71.0,57.686109460033165,12nm,ER-MT,2327.5051717064343
72.0,80.8731480558359,12nm,ER-MT,333.46663030897616
73.0,53.36617046655787,12nm,ER-MT,461.6492219611246
78.0,82.48302795504604,12nm,ER-MT,2289.7511371411383
78.0,52.15338692196695,12nm,ER-MT,2355.891410843469
78.0,57.83285544603571,12nm,ER-MT,530.343299942615
79.0,52.60197277942165,12nm,ER-MT,2807.410282912315
83.0,53.66557234743488,12nm,ER-MT,519.9692623136798
84.0,57.07968713895941,12nm,ER-MT,233.7862383683387
87.0,76.4278008691738,12nm,ER-MT,3098.1902909843484
89.0,57.15479518511003,12nm,ER-MT,3380.9560591180343
91.0,72.44313424923975,12nm,ER-MT,2329.312337678857
93.0,57.68590553073429,12nm,ER-MT,1458.0699598809588
94.0,67.99996299378108,12nm,ER-MT,2151.472017430933
94.0,55.99169254707472,12nm,ER-MT,1308.1162251182832
94.0,54.22520912606344,12nm,ER-MT,295.29644507420016
96.0,75.99999207741348,12nm,ER-MT,428.00002120202413
98.0,67.99973562010564,12nm,ER-MT,147.18695240389934
104.0,90.24408201135007,12nm,ER-MT,2588.7911760946736
105.0,69.05091025841617,12nm,ER-MT,2571.4432467793813
106.0,53.17209615469629,12nm,ER-MT,432.3146924889443
109.0,65.12071027666877,12nm,ER-MT,345.600938089774
111.0,72.65845666425655,12nm,ER-MT,2791.295173665276
112.0,59.05895964845715,12nm,ER-MT,1682.5789543872816
119.0,62.60985135277386,12nm,ER-MT,2638.3086151327007
120.0,53.94641221220504,12nm,ER-MT,1294.3074807481023
120.0,60.48434475973975,12nm,ER-MT,392.3467772892764
121.0,55.56916764619876,12nm,ER-MT,547.1818553814956
121.0,128.0000105907675,12nm,ER-MT,2838.551836248371
122.0,135.99992598756216,12nm,ER-MT,690.3448479533836
126.0,69.85458830346651,12nm,ER-MT,2302.072061866056
129.0,85.50893456241806,12nm,ER-MT,2793.813109747134
129.0,58.23334673662492,12nm,ER-MT,2295.9372927289223
131.0,55.81819880015888,12nm,ER-MT,522.7312840361265
136.0,84.13019437508969,12nm,ER-MT,2311.518983333372
139.0,82.4428729222943,12nm,ER-MT,2475.314886396518
139.0,102.52298717653647,12nm,ER-MT,2301.3908503344283
140.0,74.72415343020695,12nm,ER-MT,2425.389084237395
144.0,64.61134807656487,12nm,ER-MT,477.14149786770577
145.0,93.38132291533,12nm,ER-MT,612.0261559772189
149.0,61.1462170275191,12nm,ER-MT,2459.694314893568
156.0,86.2532894286752,12nm,ER-MT,3440.727823544876
161.0,52.15315412060272,12nm,ER-MT,2208.5869204602204
168.0,69.6549427131204,12nm,ER-MT,2249.6399196825223
169.0,71.55443541190958,12nm,ER-MT,877.0404633651196
170.0,87.99997885944322,12nm,ER-MT,2283.271442138357
173.0,74.54813095214153,12nm,ER-MT,1455.1040976584773
176.0,92.01215721383224,12nm,ER-MT,2240.960384369828
176.0,69.85446708793846,12nm,ER-MT,1240.909341504448
178.0,78.79093188318022,12nm,ER-MT,659.660543078644
178.0,46.81847995000129,12nm,ER-MT,399.1390826740826
179.0,73.7552586368482,12nm,ER-MT,278.1366674753372
180.0,73.9306707269385,12nm,ER-MT,2313.124241482001
183.0,92.00005024467828,12nm,ER-MT,2762.4510039458983
185.0,56.98231556319559,12nm,ER-MT,0.0
188.0,76.67544469601307,12nm,ER-MT,2384.1141683078604
194.0,77.25169395539352,12nm,ER-MT,2132.634108420461
199.0,79.99915804641702,12nm,ER-MT,1323.951664744527
199.0,97.40235353521776,12nm,ER-MT,1966.4139472297397
200.0,81.07571824565429,12nm,ER-MT,265.87215984363866
203.0,108.75939057700305,12nm,ER-MT,248.19348709570482
209.0,67.63023874352444,12nm,ER-MT,2107.0015918667195
214.0,79.19398989215446,12nm,ER-MT,135.99999704183574
215.0,58.0945619854833,12nm,ER-MT,2015.1028365944512
220.0,68.34867120953514,12nm,ER-MT,2701.5403247787617
224.0,90.68622833135896,12nm,ER-MT,1966.625404747901
227.0,112.06801613424842,12nm,ER-MT,2366.300122957909
232.0,108.80661894627082,12nm,ER-MT,3060.7031931140227
242.0,57.26714580522632,12nm,ER-MT,460.9034647273802
246.0,85.6919488360406,12nm,ER-MT,3408.101065360825
248.0,137.86383233379303,12nm,ER-MT,2348.150019315653
249.0,93.2820608270804,12nm,ER-MT,1355.905510536104
249.0,63.640437099250136,12nm,ER-MT,2330.8607524086256
255.0,82.44749431713262,12nm,ER-MT,544.5291435535182
255.0,106.73270902955495,12nm,ER-MT,2696.9048576575005
261.0,96.82728488322054,12nm,ER-MT,2650.575879670214
273.0,96.5135123773278,12nm,ER-MT,465.06775674970413
282.0,113.77140079012106,12nm,ER-MT,4089.702088094782
282.0,120.74899768968297,12nm,ER-MT,2289.307303726673
291.0,74.48187235094393,12nm,ER-MT,3765.4556308552856
292.0,114.97855093330404,12nm,ER-MT,297.7515691782173
292.0,106.44254278993114,12nm,ER-MT,2641.24514615105
294.0,104.2570199795978,12nm,ER-MT,2211.4863895694725
300.0,97.61698243090314,12nm,ER-MT,366.3440963919129
303.0,82.3539731669326,12nm,ER-MT,1844.472876655345
305.0,133.46628558405294,12nm,ER-MT,2027.0726963644847
323.0,157.505379509354,12nm,ER-MT,2205.6726720620645
326.0,88.63111467962055,12nm,ER-MT,2274.860889883712
331.0,84.07628366094565,12nm,ER-MT,1669.7017599653918
335.0,93.9818103496507,12nm,ER-MT,1084.501718651154
342.0,101.98050353374978,12nm,ER-MT,1972.4745925486782
346.0,136.35396997508343,12nm,ER-MT,2319.04118663806
355.0,130.23000609122386,12nm,ER-MT,960.1583315088646
355.0,102.19229143950102,12nm,ER-MT,353.3836547831015
356.0,116.86334253966676,12nm,ER-MT,2335.1026356976945
359.0,87.3521532933209,12nm,ER-MT,2492.0641408243678
360.0,142.04228509972202,12nm,ER-MT,1997.846766244038
380.0,121.4115810748732,12nm,ER-MT,2094.6483800798887
385.0,112.0000661103404,12nm,ER-MT,2773.136884570704
394.0,108.46042713301044,12nm,ER-MT,404.0792020987283
405.0,119.99832768858036,12nm,ER-MT,2914.606056947377
418.0,93.37871521803054,12nm,ER-MT,316.3036410569476
419.0,88.7555394865929,12nm,ER-MT,669.387759444362
426.0,121.65258571871924,12nm,ER-MT,981.3052201934624
435.0,151.41224085485976,12nm,ER-MT,2315.0776087277336
436.0,152.03007761970184,12nm,ER-MT,2655.7711407804163
468.0,130.59494450482532,12nm,ER-MT,2394.059265498072
484.0,188.00000134433503,12nm,ER-MT,3544.932269505807
501.0,138.1523081874613,12nm,ER-MT,2262.8371425525984
521.0,109.1447713747035,12nm,ER-MT,615.7532084216655
521.0,160.99681872690357,12nm,ER-MT,857.7272296861338
524.0,162.43154200051924,12nm,ER-MT,338.1124145107606
542.0,142.04220729796648,12nm,ER-MT,2202.2170469426783
563.0,169.94116128511686,12nm,ER-MT,2220.8791961020324
637.0,294.7053611523291,12nm,ER-MT,616.0129828458594
664.0,145.98277957576224,12nm,ER-MT,787.675048741221
684.0,199.71995917734316,12nm,ER-MT,2474.4097117945785
693.0,147.51167131224548,12nm,ER-MT,337.7809889570927
733.0,183.5646119023708,12nm,ER-MT,512.2187189954275
734.0,188.67486415427143,12nm,ER-MT,1581.3615164006478
775.0,242.899831293306,12nm,ER-MT,2188.073267461732
791.0,160.32561971017773,12nm,ER-MT,2262.476527903345
983.0,262.2060742782681,12nm,ER-MT,2360.874532314483
1006.0,163.41371413016347,12nm,ER-MT,744.1719844791805
1034.0,254.5723925820274,12nm,ER-MT,2172.106860598433
1058.0,308.93376215390833,12nm,ER-MT,2693.179567359038
1077.0,275.48371201676105,12nm,ER-MT,656.0609335792833
1195.0,471.99978325807024,12nm,ER-MT,2391.494945186423
1247.0,438.84874289580375,12nm,ER-MT,2354.077196287108
1748.0,436.0732001109108,12nm,ER-MT,2697.2252271662
1.0,6.9280474970431385,16nm,ER-MT,379.51548392811685
1.0,6.928310948227652,16nm,ER-MT,1367.2161003341898
1.0,6.9280474970431385,16nm,ER-MT,1344.9758853312233
1.0,6.928112680486154,16nm,ER-MT,2719.582425925182
1.0,6.9280474970431385,16nm,ER-MT,1320.7876463638968
1.0,6.9280474970431385,16nm,ER-MT,2300.059122717357
1.0,6.928112680486154,16nm,ER-MT,1051.7794635234168
1.0,6.9280474970431385,16nm,ER-MT,2633.145641084411
1.0,6.9280474970431385,16nm,ER-MT,1058.489488059422
1.0,6.9280474970431385,16nm,ER-MT,2301.203267052188
1.0,6.928112680486154,16nm,ER-MT,1052.4942126721726
1.0,6.9280474970431385,16nm,ER-MT,2637.0680643594824
1.0,6.9280474970431385,16nm,ER-MT,1432.8991255752044
1.0,6.928310948227652,16nm,ER-MT,1070.1850214900333
1.0,6.928113359839267,16nm,ER-MT,2699.6087854058715
1.0,6.928376131670667,16nm,ER-MT,2472.1034606045578
1.0,6.9280474970431385,16nm,ER-MT,2650.829401318333
1.0,6.9280474970431385,16nm,ER-MT,2481.228648321121
1.0,6.928310948227652,16nm,ER-MT,2471.0095658520004
1.0,6.928376131670667,16nm,ER-MT,2646.238044690108
1.0,6.928072195591685,16nm,ER-MT,2086.593440253637
1.0,6.9280474970431385,16nm,ER-MT,2637.7292670076718
1.0,6.9280474970431385,16nm,ER-MT,2641.651008161716
1.0,6.9280474970431385,16nm,ER-MT,2552.1724182908656
1.0,6.9280474970431385,16nm,ER-MT,2698.32844423945
1.0,6.9280474970431385,16nm,ER-MT,2312.771357537713
1.0,6.9280474970431385,16nm,ER-MT,533.4716774996195
1.0,6.928112680486154,16nm,ER-MT,2500.8989723573904
1.0,6.928112680486154,16nm,ER-MT,2314.25497076998
1.0,6.928113359839267,16nm,ER-MT,331.4694652090111
1.0,6.9280474970431385,16nm,ER-MT,436.0183538665297
1.0,6.9280474970431385,16nm,ER-MT,2332.812982785981
1.0,6.928112680486154,16nm,ER-MT,2460.042196616996
1.0,6.928145611884218,16nm,ER-MT,378.2485862302565
1.0,6.928113359839267,16nm,ER-MT,2950.6825285352534
1.0,6.9280474970431385,16nm,ER-MT,399.2993811152701
1.0,6.928145611884218,16nm,ER-MT,386.2641619889473
1.0,6.9280474970431385,16nm,ER-MT,1580.7744375706534
1.0,6.9280474970431385,16nm,ER-MT,316.4806514632801
1.0,6.928178543282282,16nm,ER-MT,370.707425645378
1.0,6.9280474970431385,16nm,ER-MT,2681.7874640983064
1.0,6.9280474970431385,16nm,ER-MT,2298.635990882758
1.0,6.928112680486154,16nm,ER-MT,2403.3042791415937
1.0,6.9280474970431385,16nm,ER-MT,564.0708877763245
1.0,6.9280474970431385,16nm,ER-MT,500.4957870369253
1.0,6.928310948227652,16nm,ER-MT,2420.8263766922755
1.0,6.928080428441202,16nm,ER-MT,459.18187652205233
1.0,6.928080428441202,16nm,ER-MT,501.02295290344045
1.0,6.928145611884218,16nm,ER-MT,461.1637507423439
1.0,6.928112680486154,16nm,ER-MT,458.9727495840634
1.0,6.928112680486154,16nm,ER-MT,2787.271114357281
1.0,6.9280474970431385,16nm,ER-MT,2655.424623299041
1.0,6.9280474970431385,16nm,ER-MT,2358.9998363604536
1.0,6.928112680486154,16nm,ER-MT,2300.4208742349874
1.0,6.928178543282282,16nm,ER-MT,2757.839638434234
1.0,6.928112680486154,16nm,ER-MT,2626.6266104357783
1.0,6.928129146185186,16nm,ER-MT,713.6721933420631
1.0,6.928376131670667,16nm,ER-MT,2532.745611460996
1.0,6.9280474970431385,16nm,ER-MT,2430.562062727404
1.0,6.9280474970431385,16nm,ER-MT,2335.814997422858
1.0,6.9280474970431385,16nm,ER-MT,2521.7550501110964
1.0,6.9280474970431385,16nm,ER-MT,336.3331586569984
1.0,6.928179222635396,16nm,ER-MT,398.3365388648963
1.0,6.928113359839267,16nm,ER-MT,2767.424803096219
1.0,6.928244406078411,16nm,ER-MT,2540.040895837592
1.0,6.928310948227652,16nm,ER-MT,2532.874987082323
1.0,6.928080428441202,16nm,ER-MT,2197.241883550305
1.0,6.9280474970431385,16nm,ER-MT,734.1825494222576
1.0,6.9280474970431385,16nm,ER-MT,2756.8735276872762
1.0,6.928080428441202,16nm,ER-MT,488.6225610789552
1.0,6.9280474970431385,16nm,ER-MT,596.0671387583716
1.0,6.9280474970431385,16nm,ER-MT,2557.827201599139
1.0,6.9280474970431385,16nm,ER-MT,2569.5944714243524
1.0,6.9280474970431385,16nm,ER-MT,839.1328947254806
1.0,6.928112680486154,16nm,ER-MT,2336.506895517232
1.0,6.928080428441202,16nm,ER-MT,2218.572490164661
1.0,6.9280474970431385,16nm,ER-MT,1477.8903505430208
1.0,6.928310948227652,16nm,ER-MT,2339.846105314791
1.0,6.928129146185186,16nm,ER-MT,2028.8362065912224
1.0,6.928310948227652,16nm,ER-MT,1957.5086298573297
1.0,6.9280474970431385,16nm,ER-MT,2063.2285213650903
1.0,6.928310948227652,16nm,ER-MT,2474.328994139796
1.0,6.9280474970431385,16nm,ER-MT,1071.8432577050407
1.0,6.928112680486154,16nm,ER-MT,2323.0945771501865
1.0,6.9280474970431385,16nm,ER-MT,367.84777535103785
1.0,6.928310948227652,16nm,ER-MT,288.5827541376784
1.0,6.9280474970431385,16nm,ER-MT,2323.4767922986066
1.0,6.9280474970431385,16nm,ER-MT,1076.6540299300686
1.0,6.928310948227652,16nm,ER-MT,2473.21008828294
1.0,6.928112680486154,16nm,ER-MT,283.8309285380092
1.0,6.9280474970431385,16nm,ER-MT,306.1502980017395
1.0,6.928310948227652,16nm,ER-MT,859.4882388024416
1.0,6.928080428441202,16nm,ER-MT,2134.0401872294024
1.0,6.9280474970431385,16nm,ER-MT,449.2482617024507
1.0,6.928145611884218,16nm,ER-MT,2125.957735188422
1.0,6.9280474970431385,16nm,ER-MT,1026.5592891300912
1.0,6.9280474970431385,16nm,ER-MT,2335.136741749011
1.0,6.928112680486154,16nm,ER-MT,855.8504305256065
1.0,6.928112680486154,16nm,ER-MT,1004.4221880889379
1.0,6.928260871777443,16nm,ER-MT,2129.1461962391622
1.0,6.928195688334426,16nm,ER-MT,2130.859002136276
1.0,6.928112680486154,16nm,ER-MT,999.6958851843374
1.0,6.928376131670667,16nm,ER-MT,2347.9453830077546
1.0,6.928212154033458,16nm,ER-MT,2129.9952095432677
1.0,6.928310948227652,16nm,ER-MT,388.1649206505245
1.0,6.9280474970431385,16nm,ER-MT,2718.0640245205723
1.0,6.928112680486154,16nm,ER-MT,2732.4801976646995
1.0,6.928244406078411,16nm,ER-MT,2126.1796518956544
1.0,6.9280474970431385,16nm,ER-MT,2137.366664101137
1.0,6.928179222635396,16nm,ER-MT,2204.943484684918
1.0,6.928441994466795,16nm,ER-MT,3410.6515158782718
1.0,6.928244406078411,16nm,ER-MT,2213.5038761916803
1.0,6.928112680486154,16nm,ER-MT,2806.053544190945
1.0,6.928112680486154,16nm,ER-MT,2205.8866306906566
1.0,6.928080428441202,16nm,ER-MT,607.8157639421988
1.0,6.928113359839267,16nm,ER-MT,3455.650357864215
1.0,6.928112680486154,16nm,ER-MT,1899.7726556335688
1.0,6.928112680486154,16nm,ER-MT,454.0484610515705
1.0,6.928112680486154,16nm,ER-MT,2273.9463929610797
1.0,6.928277337476475,16nm,ER-MT,953.9223810861586
1.0,6.9280474970431385,16nm,ER-MT,597.8227477498876
1.0,6.9280474970431385,16nm,ER-MT,181.1518757222075
1.0,6.928137379034701,16nm,ER-MT,1436.050069969497
1.0,6.9280474970431385,16nm,ER-MT,2835.4500045679742
1.0,6.928145611884218,16nm,ER-MT,952.7475981485622
1.0,6.9280474970431385,16nm,ER-MT,561.2129712062597
1.0,6.928112680486154,16nm,ER-MT,2320.034354852396
1.0,6.9280474970431385,16nm,ER-MT,2791.1401048186235
1.0,6.9280474970431385,16nm,ER-MT,2786.108325381065
1.0,6.9280474970431385,16nm,ER-MT,406.9201509082632
1.0,6.928310948227652,16nm,ER-MT,557.9103685704467
1.0,6.928179222635396,16nm,ER-MT,566.2225817104627
1.0,6.928112680486154,16nm,ER-MT,1905.1929029956227
1.0,6.928574399412166,16nm,ER-MT,2260.268956888467
1.0,6.9280474970431385,16nm,ER-MT,2356.196773689589
1.0,6.928112680486154,16nm,ER-MT,2338.0298443953507
1.0,6.928080428441202,16nm,ER-MT,664.9631814070744
1.0,6.928310948227652,16nm,ER-MT,2116.6313217690918
1.0,6.928639582855181,16nm,ER-MT,1995.6992218794767
1.0,6.9280474970431385,16nm,ER-MT,174.2641728696981
1.0,6.928080428441202,16nm,ER-MT,674.4242000422673
1.0,6.928112680486154,16nm,ER-MT,2127.9624888848048
1.0,6.9280474970431385,16nm,ER-MT,1941.335540323053
1.0,6.9280474970431385,16nm,ER-MT,2731.824224611046
1.0,6.9280474970431385,16nm,ER-MT,2316.718337169732
1.0,6.928145611884218,16nm,ER-MT,539.4664412960992
1.0,6.928112680486154,16nm,ER-MT,2982.109208460315
1.0,6.9280474970431385,16nm,ER-MT,998.278551378462
1.0,6.9280474970431385,16nm,ER-MT,3127.818445136654
1.0,6.928080428441202,16nm,ER-MT,726.5700219249993
1.0,6.9280474970431385,16nm,ER-MT,2317.857706657378
1.0,6.928113359839267,16nm,ER-MT,340.3762605103111
1.0,6.928113359839267,16nm,ER-MT,256.1249914379005
1.0,6.9280474970431385,16nm,ER-MT,3532.287564667058
1.0,6.928112680486154,16nm,ER-MT,2333.892780370661
1.0,6.9280474970431385,16nm,ER-MT,2349.2807486036327
1.0,6.928112680486154,16nm,ER-MT,2867.6206511590863
1.0,6.9280474970431385,16nm,ER-MT,667.8442900920345
1.0,6.928310948227652,16nm,ER-MT,2880.208285205299
1.0,6.928179222635396,16nm,ER-MT,2290.0026124261785
1.0,6.9280474970431385,16nm,ER-MT,2134.91352951678
1.0,6.9280474970431385,16nm,ER-MT,2415.884182482841
1.0,6.9280474970431385,16nm,ER-MT,3529.534751578467
1.0,6.9280474970431385,16nm,ER-MT,2342.5593553838557
1.0,6.9280474970431385,16nm,ER-MT,898.2650001598813
1.0,6.928080428441202,16nm,ER-MT,541.7157922238403
1.0,6.9280474970431385,16nm,ER-MT,2865.4380912485067
1.0,6.928244406078411,16nm,ER-MT,2212.007302659913
1.0,6.928179222635396,16nm,ER-MT,2130.8776467776624
1.0,6.928112680486154,16nm,ER-MT,894.8027812039072
1.0,6.928112680486154,16nm,ER-MT,2719.226358749438
2.0,9.793621962626489,16nm,ER-MT,2269.752485517529
2.0,9.793666497141947,16nm,ER-MT,894.8385357143707
2.0,9.793666497141947,16nm,ER-MT,2132.6152364054
2.0,9.793621962626489,16nm,ER-MT,394.1573254451214
2.0,9.79783042464035,16nm,ER-MT,1039.361336552247
2.0,9.79373887257946,16nm,ER-MT,429.28778043460636
2.0,9.793806648011913,16nm,ER-MT,2422.448233119212
2.0,9.793679676809433,16nm,ER-MT,4066.1134335095994
2.0,9.793863466157502,16nm,ER-MT,2220.209125880501
2.0,9.79375883983466,16nm,ER-MT,533.6365802577347
2.0,9.793666497141947,16nm,ER-MT,2427.538674965035
2.0,9.793621962626489,16nm,ER-MT,1922.8853034292115
2.0,9.793621962626489,16nm,ER-MT,675.1000114491035
2.0,9.793666497141947,16nm,ER-MT,2326.064532098826
2.0,9.793666497141947,16nm,ER-MT,333.1786331273179
2.0,9.793621962626489,16nm,ER-MT,2297.428181918804
2.0,9.79783042464035,16nm,ER-MT,2335.4314180323854
2.0,9.793806648011913,16nm,ER-MT,2354.5496787846787
2.0,9.793646529886749,16nm,ER-MT,955.4810276313219
2.0,9.79369121964602,16nm,ER-MT,1486.671408201801
2.0,9.79773792219742,16nm,ER-MT,357.0098101590702
2.0,9.793646529886749,16nm,ER-MT,612.8490781520668
2.0,9.794187871479409,16nm,ER-MT,2236.9049474946223
2.0,9.793621962626489,16nm,ER-MT,1900.4883142770268
2.0,9.79375883983466,16nm,ER-MT,2682.60760094563
2.0,9.793666497141947,16nm,ER-MT,2699.576270970283
2.0,9.793621962626489,16nm,ER-MT,2306.446731381584
2.0,9.793621962626489,16nm,ER-MT,1068.4867675081478
2.0,9.793621962626489,16nm,ER-MT,381.6595324224181
2.0,9.793621962626489,16nm,ER-MT,2019.069142988883
2.0,9.793851182527373,16nm,ER-MT,2458.601102262037
2.0,9.794060435173057,16nm,ER-MT,590.9991500629985
2.0,9.793621962626489,16nm,ER-MT,316.7333204601164
2.0,9.793621962626489,16nm,ER-MT,2461.053327351692
2.0,9.793818500708555,16nm,ER-MT,2414.814389339881
2.0,9.79375883983466,16nm,ER-MT,463.1889396478073
