Voxel count,Max Feret Diameter (nm),Distance,Contact_Type,Distance to closest DSM (nm)
8.0,20.378268694275192,20nm,ER-KRT,694.6193025214598
8.0,17.431331155272133,20nm,ER-KRT,59.464273505227546
8.0,22.959125385627704,20nm,ER-KRT,224.92665152640257
9.0,21.534740675134884,20nm,ER-KRT,100.95543956367693
9.0,16.489816956422697,20nm,ER-KRT,105.14751380696909
9.0,27.018638908541572,20nm,ER-KRT,61.708995247045095
9.0,18.303440339842737,20nm,ER-KRT,2230.8706775220344
10.0,30.628438567260773,20nm,ER-KRT,530.2980525812018
10.0,18.307074619097204,20nm,ER-KRT,2972.306901938282
10.0,40.0946064778592,20nm,ER-KRT,407.3131378845574
10.0,25.6084819323328,20nm,ER-KRT,2301.3249119685497
10.0,32.212643639116635,20nm,ER-KRT,480.33325583674014
11.0,20.392096620992767,20nm,ER-KRT,103.22790444661226
11.0,21.504417048599915,20nm,ER-KRT,74.8331459021756
11.0,20.378203377893527,20nm,ER-KRT,81.09253712973442
12.0,23.567600411521028,20nm,ER-KRT,114.40279479302264
12.0,33.13299573297502,20nm,ER-KRT,477.07442263345
13.0,26.819302887153963,20nm,ER-KRT,49.638693155884546
13.0,28.91011715752079,20nm,ER-KRT,25.612497012161842
13.0,25.40066861437341,20nm,ER-KRT,3060.2222977904603
13.0,27.015088203216138,20nm,ER-KRT,177.49366065800135
14.0,25.60881077350609,20nm,ER-KRT,683.3915335846541
14.0,37.94453834141582,20nm,ER-KRT,107.10742515129824
15.0,26.830152471746185,20nm,ER-KRT,101.66612440798417
15.0,21.76905987263532,20nm,ER-KRT,102.29369706848956
15.0,26.82989465595512,20nm,ER-KRT,2470.310164426337
17.0,19.5874286106384,20nm,ER-KRT,106.80823692155172
17.0,25.40070061272136,20nm,ER-KRT,413.5698077334382
17.0,28.916167763542,20nm,ER-KRT,822.347828943748
18.0,22.964502054208904,20nm,ER-KRT,102.29369706848956
19.0,29.37051748823657,20nm,ER-KRT,3023.3677534852177
19.0,25.608659528993957,20nm,ER-KRT,55.569774559671714
21.0,28.91005841251719,20nm,ER-KRT,4192.982487438712
22.0,48.659900676846725,20nm,ER-KRT,2975.572670038673
22.0,33.13288784309621,20nm,ER-KRT,283.6899852809438
23.0,22.96460608882505,20nm,ER-KRT,177.6738542957901
23.0,29.93078348718848,20nm,ER-KRT,2221.0772385733435
24.0,23.32352146708672,20nm,ER-KRT,403.9009695588902
24.0,52.03699742477775,20nm,ER-KRT,119.93331838766608
25.0,43.264549031641565,20nm,ER-KRT,2406.843577773543
26.0,51.83525617379621,20nm,ER-KRT,776.4019187561644
26.0,48.68061710396866,20nm,ER-KRT,135.88230274308447
27.0,28.91644312097189,20nm,ER-KRT,143.8888403981764
29.0,53.66020072811133,20nm,ER-KRT,71.88880601916027
29.0,35.03209937093104,20nm,ER-KRT,58.37807748321212
31.0,31.46150371447792,20nm,ER-KRT,98.95453700892178
32.0,34.17440355226153,20nm,ER-KRT,246.05688508927415
32.0,35.776810967559115,20nm,ER-KRT,2698.2452254742384
33.0,34.40320186941634,20nm,ER-KRT,676.0118367310497
34.0,33.14446531194086,20nm,ER-KRT,35.777087958877026
35.0,34.409234435189575,20nm,ER-KRT,104.99523739326833
37.0,36.913669182708006,20nm,ER-KRT,2496.698698450928
37.0,34.1742578383905,20nm,ER-KRT,167.85708112365685
40.0,37.9438717186838,20nm,ER-KRT,73.97296997169178
41.0,28.842802186746063,20nm,ER-KRT,119.93331838766608
42.0,45.620928593701365,20nm,ER-KRT,2840.675733750686
42.0,41.74534077538297,20nm,ER-KRT,187.2752051212956
45.0,48.68053773393888,20nm,ER-KRT,123.80630209918309
45.0,57.55635640790491,20nm,ER-KRT,894.0245947997028
45.0,29.38129164586242,20nm,ER-KRT,92.77930956841375
46.0,48.79317136756142,20nm,ER-KRT,76.41989441253828
46.0,52.30674738972665,20nm,ER-KRT,79.99999951380232
47.0,37.73299308272124,20nm,ER-KRT,75.99999918284085
51.0,40.7509839474291,20nm,ER-KRT,88.7242990188497
52.0,56.53826951229576,20nm,ER-KRT,187.14700900090975
55.0,96.00012162991334,20nm,ER-KRT,392.0408175872581
55.0,41.74534077538296,20nm,ER-KRT,150.3063487007239
57.0,48.31543512029572,20nm,ER-KRT,96.08329065713407
57.0,61.44251045413608,20nm,ER-KRT,64.62197887913136
60.0,46.726880397366834,20nm,ER-KRT,170.50513179128757
61.0,57.267231546066974,20nm,ER-KRT,123.48279199159151
67.0,77.66573473785597,20nm,ER-KRT,177.94380369196008
68.0,59.17638824658978,20nm,ER-KRT,653.3850296364108
69.0,120.26085917049076,20nm,ER-KRT,357.8826692773873
71.0,59.40512036143431,20nm,ER-KRT,649.836920274538
81.0,48.82624628871793,20nm,ER-KRT,57.41080144616718
82.0,46.81880756935431,20nm,ER-KRT,55.71355288225278
90.0,55.71134230082986,20nm,ER-KRT,70.8801763948941
92.0,52.00013220019173,20nm,ER-KRT,44.00000008786265
93.0,84.07618197634673,20nm,ER-KRT,75.99999918284085
93.0,77.66236967749035,20nm,ER-KRT,118.186292752398
94.0,53.36623329924942,20nm,ER-KRT,2536.507963668555
97.0,87.81801699700648,20nm,ER-KRT,2952.989007098949
102.0,46.81880756935431,20nm,ER-KRT,100.31948960431693
105.0,75.8923621098148,20nm,ER-KRT,162.92329974021413
108.0,84.11301483281073,20nm,ER-KRT,655.1579758706794
110.0,87.99997885944322,20nm,ER-KRT,2219.870111730416
112.0,55.56919606790819,20nm,ER-KRT,59.9999978589949
113.0,63.24461490204035,20nm,ER-KRT,192.7485442365651
114.0,50.26072538482124,20nm,ER-KRT,8.944271989719255
121.0,54.46748832036173,20nm,ER-KRT,56.70978708849361
124.0,95.07528950003775,20nm,ER-KRT,651.0299499495886
131.0,64.03765798435113,20nm,ER-KRT,24.331049175430053
137.0,72.1099300247017,20nm,ER-KRT,1126.4598924753957
137.0,60.91937705182489,20nm,ER-KRT,149.0771666112778
140.0,91.24058393156332,20nm,ER-KRT,116.00000249245569
143.0,80.08225426717574,20nm,ER-KRT,307.68813985559973
146.0,73.53141183286785,20nm,ER-KRT,124.45079278222693
147.0,59.46306587257608,20nm,ER-KRT,87.36131462683262
148.0,109.25970368508187,20nm,ER-KRT,2957.001242975821
155.0,100.78761921413177,20nm,ER-KRT,3299.629042885499
156.0,66.92928321290186,20nm,ER-KRT,240.19990974011313
158.0,145.56598339520085,20nm,ER-KRT,49.47726850446089
163.0,68.06345226374881,20nm,ER-KRT,102.83967810664765
163.0,102.52321065678456,20nm,ER-KRT,139.99999737279722
165.0,68.36628814804344,20nm,ER-KRT,103.0727929673958
176.0,93.38098688349,20nm,ER-KRT,296.6209819987853
179.0,113.07657850761592,20nm,ER-KRT,2239.7357497538906
183.0,89.16782689762067,20nm,ER-KRT,86.34813042363022
183.0,63.24458280891652,20nm,ER-KRT,654.8404485329229
190.0,67.02828761170156,20nm,ER-KRT,115.72380742563837
191.0,92.68600689400718,20nm,ER-KRT,637.0431719915359
194.0,69.85479668907392,20nm,ER-KRT,2053.5783278319286
197.0,120.0000951939728,20nm,ER-KRT,283.8309285380092
198.0,86.16191309534774,20nm,ER-KRT,523.1596560406615
200.0,67.02839518089687,20nm,ER-KRT,123.28827381224986
221.0,78.7906779146929,20nm,ER-KRT,34.176014906961434
226.0,84.81457751766051,20nm,ER-KRT,2101.218797179172
233.0,70.41706041915046,20nm,ER-KRT,90.7744492906204
234.0,124.2247642980811,20nm,ER-KRT,185.12697863570799
234.0,65.60395545900128,20nm,ER-KRT,107.77754511082095
244.0,74.30821017685878,20nm,ER-KRT,86.53322680629573
250.0,146.96366636832158,20nm,ER-KRT,2200.8362066117115
266.0,81.58433130489095,20nm,ER-KRT,2242.598384327721
284.0,112.70433014669771,20nm,ER-KRT,172.92772724886166
289.0,120.3326296231925,20nm,ER-KRT,389.522767818562
309.0,96.80542916106477,20nm,ER-KRT,43.266613403147865
319.0,87.72699134381254,20nm,ER-KRT,59.464273505227546
320.0,94.14511278697718,20nm,ER-KRT,14.422204763775426
339.0,143.90264338874087,20nm,ER-KRT,2953.747525680228
341.0,229.619916494811,20nm,ER-KRT,597.2202075099631
365.0,98.80147357872283,20nm,ER-KRT,34.64101538952492
376.0,132.9591140586488,20nm,ER-KRT,48.000000418824136
381.0,120.0000951939728,20nm,ER-KRT,93.46657492415035
406.0,198.79757650086785,20nm,ER-KRT,469.3825701451715
436.0,247.93358761387395,20nm,ER-KRT,378.39663491467945
453.0,128.0000105907675,20nm,ER-KRT,175.7270666757904
510.0,118.72634633445644,20nm,ER-KRT,669.5550496260694
598.0,281.8907949326371,20nm,ER-KRT,2376.5553578414256
633.0,135.35072180161072,20nm,ER-KRT,2043.8512819964672
650.0,98.69332510222408,20nm,ER-KRT,2717.5753984920448
746.0,108.44298822577586,20nm,ER-KRT,83.33066858767779
790.0,219.84596306059072,20nm,ER-KRT,1441.0496760319802
849.0,153.6770501807468,20nm,ER-KRT,2687.407686607912
879.0,159.29295987326364,20nm,ER-KRT,126.17448419405264
881.0,242.1558500037999,20nm,ER-KRT,2595.753585410421
914.0,333.243153260748,20nm,ER-KRT,229.2596832376148
980.0,180.0000291041215,20nm,ER-KRT,134.22369704585438
988.0,143.08394735445717,20nm,ER-KRT,1451.8843727273634
1006.0,161.2984438013515,20nm,ER-KRT,48.166381105829714
1094.0,134.10416704851863,20nm,ER-KRT,2340.0991722155595
1125.0,243.503733758968,20nm,ER-KRT,2286.70228352712
1135.0,219.07485332127064,20nm,ER-KRT,471.9661035323952
1152.0,175.761433282833,20nm,ER-KRT,2981.414581881836
1185.0,143.18937197714934,20nm,ER-KRT,2263.7950678472407
1268.0,244.90223843232656,20nm,ER-KRT,168.6179018633993
1297.0,199.71981232422635,20nm,ER-KRT,163.65818567010137
1300.0,148.52995444361426,20nm,ER-KRT,300.3997335326858
1358.0,143.62135191619444,20nm,ER-KRT,2048.300757451216
1434.0,220.43488269423256,20nm,ER-KRT,73.10266880722338
1444.0,155.7913755000789,20nm,ER-KRT,769.197015415557
1511.0,208.80536039462817,20nm,ER-KRT,99.11609311075155
1729.0,161.87135102985545,20nm,ER-KRT,3308.1837500503752
1771.0,182.5834831756667,20nm,ER-KRT,2299.238076375332
1825.0,148.63376054174768,20nm,ER-KRT,429.8836984162336
1971.0,204.7783736218027,20nm,ER-KRT,2613.32274931192
1996.0,207.41869347236096,20nm,ER-KRT,1062.773776538961
2186.0,198.5697825395019,20nm,ER-KRT,237.3520544551866
2243.0,181.3724026282528,20nm,ER-KRT,436.0183538665297
2250.0,252.24712333490572,20nm,ER-KRT,522.3026278144971
2338.0,174.25448069638534,20nm,ER-KRT,2091.613851007424
2354.0,352.08815532684145,20nm,ER-KRT,2314.479615961318
2437.0,364.7922935006329,20nm,ER-KRT,371.52659615458106
2555.0,219.99720465119185,20nm,ER-KRT,284.11264452188334
2596.0,157.53168604037816,20nm,ER-KRT,3563.613972801249
2662.0,191.1937958831868,20nm,ER-KRT,2186.1892491870094
2776.0,170.31349927701407,20nm,ER-KRT,325.1830378303566
2888.0,234.50635901609755,20nm,ER-KRT,658.847454815259
3615.0,516.3509258161553,20nm,ER-KRT,2312.0589958125493
4084.0,266.2666379102176,20nm,ER-KRT,625.7667450881854
5379.0,262.1407098903832,20nm,ER-KRT,69.85700196082689
6492.0,337.988558516251,20nm,ER-KRT,2857.752861018525
6651.0,454.9162779989464,20nm,ER-KRT,2217.219844169449
1.0,6.928243726725298,4nm,ER-KRT,3577.3712170339422
1.0,6.928137379034701,4nm,ER-KRT,1492.059027441428
1.0,6.928112680486154,4nm,ER-KRT,2903.526137743029
1.0,6.928113359839265,4nm,ER-KRT,287.8332736599987
1.0,6.928113359839265,4nm,ER-KRT,293.5847476237541
1.0,6.928137379034701,4nm,ER-KRT,1483.5686670267023
1.0,6.928113359839265,4nm,ER-KRT,170.92688153752533
1.0,6.928178543282282,4nm,ER-KRT,2902.095957324491
1.0,6.9280474970431385,4nm,ER-KRT,2337.8931928164093
1.0,6.9280474970431385,4nm,ER-KRT,2372.408062001341
1.0,6.928080428441202,4nm,ER-KRT,174.81418979059526
1.0,6.9280474970431385,4nm,ER-KRT,2211.844503108296
1.0,6.928112680486154,4nm,ER-KRT,805.4415161495854
1.0,6.9280474970431385,4nm,ER-KRT,719.7999707386771
1.0,6.9280474970431385,4nm,ER-KRT,821.715275378665
1.0,6.9280474970431385,4nm,ER-KRT,2499.2830276460154
1.0,6.928178543282282,4nm,ER-KRT,2912.815944000613
1.0,6.928310948227652,4nm,ER-KRT,647.1846631939115
1.0,6.928178543282282,4nm,ER-KRT,116.34431729135034
1.0,6.928179222635396,4nm,ER-KRT,393.5479639949335
1.0,6.9280474970431385,4nm,ER-KRT,397.793911588451
1.0,6.928179222635396,4nm,ER-KRT,386.5953885906493
1.0,6.928112680486154,4nm,ER-KRT,2457.097480146331
1.0,6.928129146185186,4nm,ER-KRT,671.2853064527735
1.0,6.928112680486154,4nm,ER-KRT,2928.114781752811
1.0,6.9280474970431385,4nm,ER-KRT,2572.2144982864847
1.0,6.928072195591685,4nm,ER-KRT,1498.2230140958563
1.0,6.928178543282281,4nm,ER-KRT,303.44688184413826
1.0,6.928072195591685,4nm,ER-KRT,1486.7144955132972
1.0,6.928211474680346,4nm,ER-KRT,356.8977433587861
1.0,6.9280474970431385,4nm,ER-KRT,3608.687165979063
1.0,6.9280474970431385,4nm,ER-KRT,3595.773023334914
1.0,6.928112680486154,4nm,ER-KRT,2530.3943402832374
1.0,6.9280474970431385,4nm,ER-KRT,2622.563670229283
1.0,6.9280474970431385,4nm,ER-KRT,114.26285340121468
1.0,6.928080428441202,4nm,ER-KRT,115.23888332476417
1.0,6.928178543282281,4nm,ER-KRT,294.509760578876
1.0,6.928145611884218,4nm,ER-KRT,599.479790253099
1.0,6.9280474970431385,4nm,ER-KRT,3059.644313907484
1.0,6.928409063068731,4nm,ER-KRT,591.1886660214805
1.0,6.928112680486154,4nm,ER-KRT,579.0198542854341
1.0,6.928244406078411,4nm,ER-KRT,382.05757846299093
1.0,6.928178543282281,4nm,ER-KRT,120.13326511350897
1.0,6.9280474970431385,4nm,ER-KRT,112.21408158235137
1.0,6.9280474970431385,4nm,ER-KRT,699.2224257373891
1.0,6.928072195591685,4nm,ER-KRT,1494.6785995562095
1.0,6.9280474970431385,4nm,ER-KRT,2218.3994587976485
1.0,6.928080428441202,4nm,ER-KRT,844.1516570201202
1.0,6.928112680486154,4nm,ER-KRT,112.71202282614469
1.0,6.928112680486154,4nm,ER-KRT,2570.6901851663133
1.0,6.928113359839267,4nm,ER-KRT,3595.386033339309
1.0,6.9280474970431385,4nm,ER-KRT,655.3899538630503
1.0,6.928179222635396,4nm,ER-KRT,411.1447537979984
1.0,6.92837681102378,4nm,ER-KRT,3589.515927160392
1.0,6.9280474970431385,4nm,ER-KRT,655.2922968694475
1.0,6.928112680486154,4nm,ER-KRT,2929.420361397206
1.0,6.9280474970431385,4nm,ER-KRT,2109.942215611227
1.0,6.928080428441202,4nm,ER-KRT,265.6313142779254
1.0,6.928310948227652,4nm,ER-KRT,2145.212420145981
1.0,6.928310948227652,4nm,ER-KRT,712.2808369786071
1.0,6.928080428441202,4nm,ER-KRT,635.9245503517741
1.0,6.9280474970431385,4nm,ER-KRT,2203.103349529556
1.0,6.928179222635396,4nm,ER-KRT,412.3881751638692
1.0,6.9280474970431385,4nm,ER-KRT,2895.6987989658955
1.0,6.9280474970431385,4nm,ER-KRT,2908.269607360125
1.0,6.9281298255382975,4nm,ER-KRT,497.8192578164453
1.0,6.9280474970431385,4nm,ER-KRT,1190.294142361381
1.0,6.9280474970431385,4nm,ER-KRT,118.32159430014146
1.0,6.9280474970431385,4nm,ER-KRT,1097.5609257002359
1.0,6.928178543282282,4nm,ER-KRT,179.06424432112544
1.0,6.92806396274217,4nm,ER-KRT,692.4738613633963
1.0,6.9280474970431385,4nm,ER-KRT,2883.8362595706712
1.0,6.928145611884218,4nm,ER-KRT,288.0277634176309
1.0,6.928137379034701,4nm,ER-KRT,1473.9172229383255
1.0,6.928072195591685,4nm,ER-KRT,1471.5487850480713
1.0,6.928096894140233,4nm,ER-KRT,292.1369457453693
1.0,6.928112680486154,4nm,ER-KRT,115.16944198319835
1.0,6.928112680486154,4nm,ER-KRT,114.89125029129357
1.0,6.9280474970431385,4nm,ER-KRT,3589.89473170368
1.0,6.928178543282281,4nm,ER-KRT,169.5169657978113
1.0,6.928112680486154,4nm,ER-KRT,2163.74860428914
1.0,6.928178543282282,4nm,ER-KRT,2908.0742933729202
1.0,6.928113359839265,4nm,ER-KRT,274.40117378318973
1.0,6.928113359839265,4nm,ER-KRT,287.41607138726977
1.0,6.928112680486154,4nm,ER-KRT,2207.470970461145
1.0,6.928112680486154,4nm,ER-KRT,397.4518847371655
1.0,6.928112680486154,4nm,ER-KRT,1102.3828392353607
1.0,6.928145611884218,4nm,ER-KRT,649.8984816971642
1.0,6.928112680486154,4nm,ER-KRT,2902.261257986538
1.0,6.928145611884218,4nm,ER-KRT,637.2064262905042
1.0,6.928112680486154,4nm,ER-KRT,2158.084271286498
1.0,6.928376131670667,4nm,ER-KRT,2910.037665060372
1.0,6.928112680486154,4nm,ER-KRT,656.4876002812525
1.0,6.928112680486154,4nm,ER-KRT,709.0387725838809
1.0,6.928112680486154,4nm,ER-KRT,394.7252196212503
1.0,6.928112680486154,4nm,ER-KRT,705.0106773931475
1.0,6.928080428441202,4nm,ER-KRT,106.20734514077412
1.0,6.928310948227652,4nm,ER-KRT,2942.9183996398933
1.0,6.928145611884218,4nm,ER-KRT,902.4145128933014
1.0,6.92806396274217,4nm,ER-KRT,504.65035883462406
1.0,6.928080428441202,4nm,ER-KRT,153.6749891783984
1.0,6.9280474970431385,4nm,ER-KRT,2522.509930713568
1.0,6.9280474970431385,4nm,ER-KRT,2750.9677238413133
1.0,6.928080428441202,4nm,ER-KRT,145.93149444408482
1.0,6.928112680486154,4nm,ER-KRT,574.8182161369186
1.0,6.928211474680346,4nm,ER-KRT,126.55434034058999
1.0,6.928112680486154,4nm,ER-KRT,2564.761189205456
1.0,6.928145611884218,4nm,ER-KRT,568.3097583641938
1.0,6.928112680486154,4nm,ER-KRT,519.7537689127785
1.0,6.9280474970431385,4nm,ER-KRT,2474.3451376707526
1.0,6.928179222635396,4nm,ER-KRT,130.35335655331437
1.0,6.928112680486154,4nm,ER-KRT,97.40636386368352
1.0,6.9280474970431385,4nm,ER-KRT,517.9343816053006
1.0,6.928178543282281,4nm,ER-KRT,289.993096203034
1.0,6.928310948227652,4nm,ER-KRT,2908.8168957969174
1.0,6.928211474680346,4nm,ER-KRT,115.03043140237425
1.0,6.928113359839267,4nm,ER-KRT,411.3781812975504
1.0,6.928179222635396,4nm,ER-KRT,129.36769167026796
1.0,6.9280474970431385,4nm,ER-KRT,90.24411440350377
1.0,6.9280474970431385,4nm,ER-KRT,2905.0274861219805
1.0,6.9280474970431385,4nm,ER-KRT,133.56645922613097
1.0,6.928409063068731,4nm,ER-KRT,495.64505388843827
1.0,6.928310268874539,4nm,ER-KRT,142.66043990573962
1.0,6.928244406078411,4nm,ER-KRT,2584.588173704105
1.0,6.9280474970431385,4nm,ER-KRT,2906.1643544991966
1.0,6.928178543282282,4nm,ER-KRT,103.92304972128841
1.0,6.928113359839267,4nm,ER-KRT,108.00000183053272
1.0,6.9280474970431385,4nm,ER-KRT,120.3993349463417
1.0,6.9280474970431385,4nm,ER-KRT,2489.0673557820264
1.0,6.928080428441202,4nm,ER-KRT,155.58920551939084
1.0,6.928376131670667,4nm,ER-KRT,104.99523739326833
1.0,6.928112680486154,4nm,ER-KRT,558.0250785897078
1.0,6.928376131670667,4nm,ER-KRT,573.396903291723
1.0,6.928179222635396,4nm,ER-KRT,2341.5345822286326
1.0,6.9280474970431385,4nm,ER-KRT,409.995124073248
1.0,6.9280474970431385,4nm,ER-KRT,106.73331019006584
1.0,6.928112680486154,4nm,ER-KRT,144.44376006395032
1.0,6.928112680486154,4nm,ER-KRT,2687.922687982791
1.0,6.928146291237329,4nm,ER-KRT,148.1080715848293
1.0,6.928376131670667,4nm,ER-KRT,520.0307668928872
1.0,6.928244406078411,4nm,ER-KRT,2684.679429876269
1.0,6.928178543282281,4nm,ER-KRT,153.15352186462405
1.0,6.928112680486154,4nm,ER-KRT,2737.4878754926613
1.0,6.9280474970431385,4nm,ER-KRT,540.7698608905775
1.0,6.928080428441202,4nm,ER-KRT,524.7475769465382
1.0,6.9280474970431385,4nm,ER-KRT,109.98181920740537
1.0,6.9280474970431385,4nm,ER-KRT,2735.277803367353
1.0,6.9280474970431385,4nm,ER-KRT,126.3645543758685
1.0,6.928145611884218,4nm,ER-KRT,874.3546118239465
1.0,6.9280474970431385,4nm,ER-KRT,55.56977811238539
1.0,6.9280474970431385,4nm,ER-KRT,2649.057250891929
1.0,6.928080428441202,4nm,ER-KRT,354.4686251188978
1.0,6.928113359839267,4nm,ER-KRT,84.47484844964492
1.0,6.928310948227652,4nm,ER-KRT,2914.5978714950616
1.0,6.9280474970431385,4nm,ER-KRT,76.8374945891992
1.0,6.9280474970431385,4nm,ER-KRT,2631.12133325194
1.0,6.9280474970431385,4nm,ER-KRT,2661.8429274094524
1.0,6.928179222635396,4nm,ER-KRT,2670.481535460567
1.0,6.928245085431523,4nm,ER-KRT,80.49844524293803
1.0,6.928080428441202,4nm,ER-KRT,290.2137055116327
1.0,6.928113359839265,4nm,ER-KRT,104.07688932900786
1.0,6.928112680486154,4nm,ER-KRT,2622.862666612491
1.0,6.92837681102378,4nm,ER-KRT,113.77169784054787
1.0,6.928112680486154,4nm,ER-KRT,739.4376098091016
1.0,6.9280474970431385,4nm,ER-KRT,2912.390073106508
1.0,6.9280474970431385,4nm,ER-KRT,883.3119409246137
1.0,6.9280474970431385,4nm,ER-KRT,78.99367204800002
1.0,6.928080428441202,4nm,ER-KRT,877.7151947469974
1.0,6.928113359839265,4nm,ER-KRT,285.82513778019353
1.0,6.9280474970431385,4nm,ER-KRT,2906.83328785235
1.0,6.928080428441202,4nm,ER-KRT,147.94593994338356
1.0,6.9280474970431385,4nm,ER-KRT,2571.107188487076
1.0,6.928080428441202,4nm,ER-KRT,149.34524017462536
1.0,6.9280474970431385,4nm,ER-KRT,116.89311918416935
1.0,6.928113359839267,4nm,ER-KRT,103.15037712871344
1.0,6.928376131670667,4nm,ER-KRT,2661.2146939442027
1.0,6.9280474970431385,4nm,ER-KRT,105.90562027346097
1.0,6.9280474970431385,4nm,ER-KRT,741.695373562834
1.0,6.9280474970431385,4nm,ER-KRT,97.4063709691109
1.0,6.9280474970431385,4nm,ER-KRT,2908.0686090310337
1.0,6.928113359839267,4nm,ER-KRT,84.75848289890565
1.0,6.928113359839267,4nm,ER-KRT,98.06120715438739
1.0,6.928113359839267,4nm,ER-KRT,97.07729020647093
1.0,6.9280474970431385,4nm,ER-KRT,2902.947471739026
1.0,6.928146291237329,4nm,ER-KRT,123.2233728387655
1.0,6.928310948227652,4nm,ER-KRT,108.88525991958888
1.0,6.9280474970431385,4nm,ER-KRT,2687.7678465098143
1.0,6.928112680486154,4nm,ER-KRT,2679.835915841977
1.0,6.928112680486154,4nm,ER-KRT,2708.694182729232
1.0,6.9280474970431385,4nm,ER-KRT,107.70329339493401
1.0,6.9280474970431385,4nm,ER-KRT,732.2185524571978
1.0,6.9280474970431385,4nm,ER-KRT,2724.2908799962606
1.0,6.9280474970431385,4nm,ER-KRT,2711.828983592568
1.0,6.9280474970431385,4nm,ER-KRT,2659.8315798764816
1.0,6.928112680486154,4nm,ER-KRT,425.54435708552774
1.0,6.9280474970431385,4nm,ER-KRT,326.1656047470751
1.0,6.928112680486154,4nm,ER-KRT,2415.9271561075
1.0,6.928113359839267,4nm,ER-KRT,2897.6928660995327
1.0,6.9280474970431385,4nm,ER-KRT,2484.296373950201
1.0,6.928179222635396,4nm,ER-KRT,2723.3654691372067
1.0,6.9280474970431385,4nm,ER-KRT,302.6020465313195
1.0,6.92837681102378,4nm,ER-KRT,92.43375842515889
1.0,6.9280474970431385,4nm,ER-KRT,379.13585515525483
1.0,6.9280474970431385,4nm,ER-KRT,2720.4794150748057
1.0,6.928310948227652,4nm,ER-KRT,656.1585337294673
1.0,6.92806396274217,4nm,ER-KRT,486.45659944668296
1.0,6.928112680486154,4nm,ER-KRT,1100.145482268999
1.0,6.928146291237329,4nm,ER-KRT,533.7415132089518
1.0,6.9280474970431385,4nm,ER-KRT,335.47578937032085
1.0,6.928112680486154,4nm,ER-KRT,2936.983491963474
1.0,6.928310948227652,4nm,ER-KRT,2896.5164347027894
1.0,6.9280474970431385,4nm,ER-KRT,426.5208133347187
1.0,6.9280474970431385,4nm,ER-KRT,525.7071507003275
1.0,6.928310948227652,4nm,ER-KRT,2696.186811590451
1.0,6.928112680486154,4nm,ER-KRT,2900.3751933487365
1.0,6.928112680486154,4nm,ER-KRT,2917.163101301412
1.0,6.928080428441202,4nm,ER-KRT,550.8102844942186
1.0,6.9280474970431385,4nm,ER-KRT,526.9534995022696
1.0,6.9280474970431385,4nm,ER-KRT,692.4622653059487
1.0,6.9280474970431385,4nm,ER-KRT,656.0122187693196
1.0,6.928112680486154,4nm,ER-KRT,2931.9398890947923
1.0,6.928112680486154,4nm,ER-KRT,2068.3094135165447
1.0,6.928178543282282,4nm,ER-KRT,1158.578470494831
1.0,6.928310948227652,4nm,ER-KRT,519.8153871788236
1.0,6.9280474970431385,4nm,ER-KRT,1186.1399116241955
1.0,6.928112680486154,4nm,ER-KRT,2892.754991989932
1.0,6.928113359839267,4nm,ER-KRT,2888.8032375107286
1.0,6.928080428441202,4nm,ER-KRT,470.1659293004923
1.0,6.928113359839267,4nm,ER-KRT,117.77945729818386
1.0,6.9280474970431385,4nm,ER-KRT,2907.889893322136
1.0,6.9280474970431385,4nm,ER-KRT,1096.5327419398818
1.0,6.9280474970431385,4nm,ER-KRT,2116.8202692933846
1.0,6.9280474970431385,4nm,ER-KRT,195.0589592070173
1.0,6.928112680486154,4nm,ER-KRT,2893.1947326782392
1.0,6.928113359839265,4nm,ER-KRT,292.7661171270302
1.0,6.928113359839267,4nm,ER-KRT,2903.393806263921
1.0,6.928113359839267,4nm,ER-KRT,2891.0926630487666
1.0,6.928112680486154,4nm,ER-KRT,2066.591378024896
1.0,6.928112680486154,4nm,ER-KRT,437.5568494197069
1.0,6.9280474970431385,4nm,ER-KRT,2891.211579481024
1.0,6.928244406078411,4nm,ER-KRT,2726.078491832596
1.0,6.928112680486154,4nm,ER-KRT,2723.189254538738
1.0,6.9280474970431385,4nm,ER-KRT,2905.2696390863275
1.0,6.928244406078411,4nm,ER-KRT,188.17013369698546
1.0,6.928244406078411,4nm,ER-KRT,188.42504800886672
1.0,6.9280474970431385,4nm,ER-KRT,514.525027028867
1.0,6.928179222635396,4nm,ER-KRT,2080.545982607873
1.0,6.928244406078411,4nm,ER-KRT,372.58018892316613
1.0,6.928178543282282,4nm,ER-KRT,2868.2593438134063
1.0,6.928178543282281,4nm,ER-KRT,291.2318564085581
1.0,6.9280474970431385,4nm,ER-KRT,397.793911588451
1.0,6.928442673819909,4nm,ER-KRT,394.7252196212503
1.0,6.9280474970431385,4nm,ER-KRT,391.714195302484
1.0,6.928113359839267,4nm,ER-KRT,2912.1263196429936
1.0,6.9280474970431385,4nm,ER-KRT,385.4555643556523
1.0,6.9280474970431385,4nm,ER-KRT,382.70616187219287
1.0,6.928310948227652,4nm,ER-KRT,553.678603409935
1.0,6.928112680486154,4nm,ER-KRT,2716.683184189605
1.0,6.928080428441202,4nm,ER-KRT,269.81476253240544
1.0,6.9280474970431385,4nm,ER-KRT,420.9703092783457
1.0,6.9280474970431385,4nm,ER-KRT,2909.916929638712
