 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0001-0001-0342:1,0.152,70.833,0,255,27.778,1,0.04222256,24,1
2,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0002-0001-0341:2,0.182,17.791,0,255,6.977,2,0.01269814,,
3,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0003-0001-0341:3,0.144,97.5,0,255,38.235,3,0.0550584,,
4,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0004-0001-0341:4,0.161,80.526,0,255,31.579,4,0.05084219,,
5,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0005-0001-0341:5,0.148,43.714,0,255,17.143,5,0.02537164,,
6,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0006-0001-0341:6,0.152,106.25,0,255,41.667,6,0.06333384,,
7,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0007-0001-0340:7,0.161,20.132,0,255,7.895,7,0.01271095,,
8,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0008-0001-0340:8,0.152,35.417,0,255,13.889,8,0.02111128,,
9,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0009-0001-0340:9,0.165,98.077,0,255,38.462,9,0.0634623,,
10,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0010-0001-0340:10,0.161,53.684,0,255,21.053,10,0.03389533,,
11,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0011-0001-0341:11,0.165,52.308,0,255,20.513,11,0.03384645,,
12,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0012-0001-0340:12,0.165,26.154,0,255,10.256,12,0.0169224,,
13,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0013-0001-0340:13,0.161,40.263,0,255,15.789,13,0.02542029,,
14,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0014-0001-0340:14,0.161,26.842,0,255,10.526,14,0.01694686,,
15,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0015-0001-0340:15,0.148,29.143,0,255,11.429,15,0.01691492,,
16,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0016-0001-0339:16,0.165,32.692,0,255,12.821,16,0.02115465,,
17,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0017-0001-0339:17,0.156,62.027,0,255,24.324,17,0.03794544,,
18,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0018-0001-0339:18,0.173,0,0,0,0,18,0,,
19,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0019-0001-0339:19,0.148,43.714,0,255,17.143,19,0.02537164,,
20,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0020-0001-0338:20,0.165,39.231,0,255,15.385,20,0.02538525,,
21,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0021-0001-0338:21,0.173,31.098,0,255,12.195,21,0.02109735,,
22,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0022-0001-0338:22,0.165,45.769,0,255,17.949,22,0.02961585,,
23,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0023-0001-0338:23,0.152,99.167,0,255,38.889,23,0.05911128,,
24,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0024-0001-0338:24,0.156,103.378,0,255,40.541,24,0.06324396,,
25,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_011_Simple Segmentation.tif:0025-0001-0338:25,0.165,52.308,0,255,20.513,25,0.03384645,,
