 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0001-0001-0427:1,0.135,159.375,0,255,62.5,1,0.084375,25,0
2,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0002-0001-0426:2,0.152,162.917,0,255,63.889,2,0.09711128,,
3,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0003-0001-0425:3,0.152,127.5,0,255,50,3,0.076,,
4,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0004-0001-0426:4,0.152,162.917,0,255,63.889,4,0.09711128,,
5,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0005-0001-0426:5,0.131,131.613,0,255,51.613,5,0.06761303,,
6,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0006-0001-0426:6,0.165,137.308,0,255,53.846,6,0.0888459,,
7,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0007-0001-0426:7,0.161,187.895,0,255,73.684,7,0.11863124,,
8,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0008-0001-0427:8,0.152,141.667,0,255,55.556,8,0.08444512,,
9,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0009-0001-0427:9,0.161,161.053,0,255,63.158,9,0.10168438,,
10,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0010-0001-0427:10,0.131,180.968,0,255,70.968,10,0.09296808,,
11,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0011-0001-0426:11,0.165,137.308,0,255,53.846,11,0.0888459,,
12,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0012-0001-0425:12,0.093,139.091,0,255,54.545,12,0.05072685,,
13,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0013-0001-0426:13,0.156,110.27,0,255,43.243,13,0.06745908,,
14,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0014-0001-0427:14,0.135,103.594,0,255,40.625,14,0.05484375,,
15,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0015-0001-0427:15,0.161,120.789,0,255,47.368,15,0.07626248,,
16,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0016-0001-0426:16,0.118,154.821,0,255,60.714,16,0.07164252,,
17,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0017-0001-0427:17,0.144,90,0,255,35.294,17,0.05082336,,
18,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0018-0001-0427:18,0.139,162.273,0,255,63.636,18,0.08845404,,
19,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0019-0001-0427:19,0.118,182.143,0,255,71.429,19,0.08428622,,
20,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0020-0001-0426:20,0.101,170,0,255,66.667,20,0.06733367,,
21,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0021-0001-0427:21,0.139,162.273,0,255,63.636,21,0.08845404,,
22,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0022-0001-0427:22,0.148,182.143,0,255,71.429,22,0.10571492,,
23,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0023-0001-0427:23,0.139,123.636,0,255,48.485,23,0.06739415,,
24,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0024-0001-0428:24,0.144,150,0,255,58.824,24,0.08470656,,
25,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_005_Simple Segmentation.tif:0025-0001-0429:25,0.144,105,0,255,41.176,25,0.05929344,,
