 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0001-0001-0524:1,0.376,200.562,0,255,78.652,1,0.29573152,25,0
2,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0002-0001-0523:2,0.384,187.747,0,255,73.626,2,0.28272384,,
3,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0003-0001-0523:3,0.384,159.725,0,255,62.637,3,0.24052608,,
4,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0004-0001-0522:4,0.384,162.527,0,255,63.736,4,0.24474624,,
5,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0005-0001-0522:5,0.376,117.472,0,255,46.067,5,0.17321192,,
6,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0006-0001-0521:6,0.384,159.725,0,255,62.637,6,0.24052608,,
7,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0007-0001-0521:7,0.389,119.185,0,255,46.739,7,0.18181471,,
8,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0008-0001-0520:8,0.359,126,0,255,49.412,8,0.17738908,,
9,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0009-0001-0520:9,0.38,107.667,0,255,42.222,9,0.1604436,,
10,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0010-0001-0520:10,0.376,123.202,0,255,48.315,10,0.1816644,,
11,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0011-0001-0520:11,0.384,128.901,0,255,50.549,11,0.19410816,,
12,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0012-0001-0520:12,0.38,104.833,0,255,41.111,12,0.1562218,,
13,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0013-0001-0520:13,0.389,124.728,0,255,48.913,13,0.19027157,,
14,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0014-0001-0520:14,0.393,95.968,0,255,37.634,14,0.14790162,,
15,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0015-0001-0519:15,0.363,133.43,0,255,52.326,15,0.18994338,,
16,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0016-0001-0518:16,0.389,163.533,0,255,64.13,16,0.2494657,,
17,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0017-0001-0518:17,0.393,170,0,255,66.667,17,0.26200131,,
18,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0018-0001-0518:18,0.38,121.833,0,255,47.778,18,0.1815564,,
19,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0019-0001-0517:19,0.376,154.719,0,255,60.674,19,0.22813424,,
20,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0020-0001-0517:20,0.384,142.912,0,255,56.044,20,0.21520896,,
21,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0021-0001-0517:21,0.384,170.934,0,255,67.033,21,0.25740672,,
22,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0022-0001-0517:22,0.38,167.167,0,255,65.556,22,0.2491128,,
23,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0023-0001-0517:23,0.376,180.506,0,255,70.787,23,0.26615912,,
24,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0024-0001-0516:24,0.393,189.194,0,255,74.194,24,0.29158242,,
25,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_002_Simple Segmentation.tif:0025-0001-0517:25,0.384,154.121,0,255,60.44,25,0.2320896,,
