 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0001-0001-0484:1,0.321,104.013,0,255,40.789,1,0.13093269,25,0
2,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0002-0001-0485:2,0.313,120.608,0,255,47.297,2,0.14803961,,
3,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0003-0001-0484:3,0.317,71.4,0,255,28,3,0.08876,,
4,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0004-0001-0483:4,0.325,79.481,0,255,31.169,4,0.10129925,,
5,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0005-0001-0484:5,0.317,105.4,0,255,41.333,5,0.13102561,,
6,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0006-0001-0484:6,0.313,93.041,0,255,36.486,6,0.11420118,,
7,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0007-0001-0484:7,0.334,87.152,0,255,34.177,7,0.11415118,,
8,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0008-0001-0484:8,0.351,95.241,0,255,37.349,8,0.13109499,,
9,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0009-0001-0484:9,0.325,86.104,0,255,33.766,9,0.1097395,,
10,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0010-0001-0484:10,0.317,71.4,0,255,28,10,0.08876,,
11,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0011-0001-0484:11,0.313,86.149,0,255,33.784,11,0.10574392,,
12,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0012-0001-0484:12,0.325,86.104,0,255,33.766,12,0.1097395,,
13,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0013-0001-0484:13,0.304,77.917,0,255,30.556,13,0.09289024,,
14,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0014-0001-0484:14,0.338,79.688,0,255,31.25,14,0.105625,,
15,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0015-0001-0484:15,0.296,69.214,0,255,27.143,15,0.08034328,,
16,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0016-0001-0484:16,0.317,88.4,0,255,34.667,16,0.10989439,,
17,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0017-0001-0484:17,0.308,101.301,0,255,39.726,17,0.12235608,,
18,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0018-0001-0484:18,0.342,107.037,0,255,41.975,18,0.1435545,,
19,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0019-0001-0483:19,0.317,102,0,255,40,19,0.1268,,
20,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0020-0001-0484:20,0.296,94.714,0,255,37.143,20,0.10994328,,
21,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0021-0001-0484:21,0.308,90.822,0,255,35.616,21,0.10969728,,
22,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0022-0001-0483:22,0.266,44.524,0,255,17.46,22,0.0464436,,
23,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0023-0001-0484:23,0.292,44.348,0,255,17.391,23,0.05078172,,
24,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0024-0001-0484:24,0.308,48.904,0,255,19.178,24,0.05906824,,
25,MAX_Multiply-DP-VAPB-488-561-12p2PC14PC-5Z-80msSTD_014_Simple Segmentation.tif:0025-0001-0483:25,0.313,62.027,0,255,24.324,25,0.07613412,,
