 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0001-0192:1,0.034,255.000,255,255,100.000
2,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0002-0194:1,0.063,0.000,0,0,0.000
3,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0003-0205:1,0.123,149.483,0,255,58.621
4,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0004-0211:1,0.089,255.000,255,255,100.000
5,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0005-0212:1,0.110,255.000,255,255,100.000
6,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0006-0217:1,0.034,0.000,0,0,0.000
7,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0007-0220:1,0.173,0.000,0,0,0.000
8,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0008-0223:1,0.055,255.000,255,255,100.000
9,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0009-0226:1,0.266,250.952,0,255,98.413
10,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0010-0230:1,0.080,255.000,255,255,100.000
11,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0011-0231:1,0.072,75.000,0,255,29.412
12,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0012-0235:1,0.224,255.000,255,255,100.000
13,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0013-0249:1,0.486,255.000,255,255,100.000
14,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0014-0246:1,0.131,115.161,0,255,45.161
15,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0015-0245:1,0.080,93.947,0,255,36.842
16,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0016-0250:1,0.139,255.000,255,255,100.000
17,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0017-0251:1,0.135,231.094,0,255,90.625
18,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0018-0257:1,0.266,202.381,0,255,79.365
19,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0019-0261:1,0.085,255.000,255,255,100.000
20,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0020-0263:1,0.093,104.318,0,255,40.909
21,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0021-0268:1,0.266,238.810,0,255,93.651
22,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0022-0269:1,0.237,173.036,0,255,67.857
23,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0023-0272:1,0.237,255.000,255,255,100.000
24,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0024-0271:1,0.148,255.000,255,255,100.000
25,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0025-0270:1,0.025,0.000,0,0,0.000
26,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0026-0272:1,0.190,255.000,255,255,100.000
27,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0027-0276:1,0.237,81.964,0,255,32.143
28,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0028-0277:1,0.114,179.444,0,255,70.370
29,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0029-0281:1,0.279,239.545,0,255,93.939
30,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0030-0282:1,0.194,255.000,255,255,100.000
31,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0031-0284:1,0.076,255.000,255,255,100.000
32,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0032-0285:1,0.148,240.429,0,255,94.286
33,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0033-0286:1,0.139,255.000,255,255,100.000
34,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0034-0286:1,0.182,255.000,255,255,100.000
35,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0035-0296:1,0.241,210.263,0,255,82.456
36,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0036-0299:1,0.241,156.579,0,255,61.404
37,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0037-0302:1,0.304,194.792,0,255,76.389
38,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0038-0300:1,0.110,255.000,255,255,100.000
39,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0039-0301:1,0.038,255.000,255,255,100.000
40,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0040-0304:1,0.211,255.000,255,255,100.000
41,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0041-0311:1,0.334,245.316,0,255,96.203
42,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0042-0309:1,0.135,255.000,255,255,100.000
43,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0043-0311:1,0.131,255.000,255,255,100.000
44,MAX_Multiply-20211213-K14EBS-VAPB-005_SS-NoFil.tif:0001-0044-0312:1,0.220,34.327,0,255,13.462
