 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0001-0451:1,0.085,0.000,0,0,0.000
2,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0002-0476:1,0.114,0.000,0,0,0.000
3,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0003-0480:1,0.106,255.000,255,255,100.000
4,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0004-0482:1,0.161,255.000,255,255,100.000
5,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0005-0485:1,0.038,0.000,0,0,0.000
6,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0006-0488:1,0.080,80.526,0,255,31.579
7,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0007-0488:1,0.017,0.000,0,0,0.000
8,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0008-0497:1,0.144,165.000,0,255,64.706
9,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0009-0498:1,0.144,232.500,0,255,91.176
10,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0010-0499:1,0.266,157.857,0,255,61.905
11,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0011-0497:1,0.101,223.125,0,255,87.500
12,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0012-0502:1,0.106,214.200,0,255,84.000
13,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0013-0504:1,0.144,247.500,0,255,97.059
14,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0014-0504:1,0.131,222.097,0,255,87.097
15,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0015-0505:1,0.034,0.000,0,0,0.000
16,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0016-0515:1,0.038,0.000,0,0,0.000
17,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0017-0516:1,0.063,255.000,255,255,100.000
18,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0018-0518:1,0.059,0.000,0,0,0.000
19,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0019-0518:1,0.025,212.500,0,255,83.333
20,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0020-0520:1,0.042,0.000,0,0,0.000
21,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0021-0522:1,0.161,140.921,0,255,55.263
22,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0022-0521:1,0.038,0.000,0,0,0.000
23,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0023-0523:1,0.051,63.750,0,255,25.000
24,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0024-0525:1,0.123,0.000,0,0,0.000
25,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0025-0531:1,0.177,206.429,0,255,80.952
26,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0026-0533:1,0.076,99.167,0,255,38.889
27,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0027-0536:1,0.173,99.512,0,255,39.024
28,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0028-0536:1,0.051,0.000,0,0,0.000
29,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0029-0537:1,0.123,219.828,0,255,86.207
30,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0030-0539:1,0.241,192.368,0,255,75.439
31,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0031-0544:1,0.101,159.375,0,255,62.500
32,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0032-0550:1,0.165,71.923,0,255,28.205
33,MAX_Multiply-20220110-K14EBS-VAPB-004_SS.tif:0001-0033-0552:1,0.220,250.096,0,255,98.077
