 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0001-0005:1,0.085,255.000,255,255,100.000
2,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0002-0013:1,0.017,191.250,0,255,75.000
3,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0003-0015:1,0.025,170.000,0,255,66.667
4,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0004-0020:1,0.017,255.000,255,255,100.000
5,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0005-0026:1,0.152,7.083,0,255,2.778
6,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0006-0029:1,0.080,0.000,0,0,0.000
7,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0007-0039:1,0.169,82.875,0,255,32.500
8,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0008-0040:1,0.127,255.000,255,255,100.000
9,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0009-0041:1,0.110,0.000,0,0,0.000
10,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0010-0049:1,0.156,0.000,0,0,0.000
11,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0011-0054:1,0.152,226.667,0,255,88.889
12,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0012-0057:1,0.085,102.000,0,255,40.000
13,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0013-0067:1,0.228,122.778,0,255,48.148
14,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0014-0070:1,0.089,242.857,0,255,95.238
15,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0015-0072:1,0.220,225.577,0,255,88.462
16,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0016-0074:1,0.021,0.000,0,0,0.000
17,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0017-0077:1,0.131,0.000,0,0,0.000
18,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0018-0083:1,0.203,79.688,0,255,31.250
19,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0019-0091:1,0.245,30.776,0,255,12.069
20,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0020-0090:1,0.101,0.000,0,0,0.000
21,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0021-0099:1,0.025,255.000,255,255,100.000
22,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0022-0100:1,0.051,255.000,255,255,100.000
23,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0023-0102:1,0.046,255.000,255,255,100.000
24,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0024-0109:1,0.224,0.000,0,0,0.000
25,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0025-0114:1,0.173,0.000,0,0,0.000
26,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0026-0113:1,0.106,163.200,0,255,64.000
27,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0027-0115:1,0.101,53.125,0,255,20.833
28,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0028-0118:1,0.085,204.000,0,255,80.000
29,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0029-0119:1,0.118,191.250,0,255,75.000
30,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0030-0125:1,0.127,153.000,0,255,60.000
31,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0031-0131:1,0.199,37.979,0,255,14.894
32,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0032-0135:1,0.270,131.484,0,255,51.562
33,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0033-0136:1,0.300,107.746,0,255,42.254
34,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0034-0138:1,0.325,102.662,0,255,40.260
35,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0035-0138:1,0.080,26.842,0,255,10.526
36,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0036-0142:1,0.127,102.000,0,255,40.000
37,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0037-0141:1,0.034,255.000,255,255,100.000
38,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0038-0144:1,0.093,46.364,0,255,18.182
39,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0039-0146:1,0.275,129.462,0,255,50.769
40,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0040-0144:1,0.085,255.000,255,255,100.000
41,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0041-0147:1,0.144,150.000,0,255,58.824
42,MAX_Multiply-20220110-K14EBS-VAPB-008_SS.tif:0001-0042-0149:1,0.351,46.084,0,255,18.072
