 ,Label,Area,Mean,Min,Max,%Area
1,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0001-0244:1,0.114,255.000,255,255,100.000
2,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0002-0245:1,0.055,0.000,0,0,0.000
3,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0003-0257:1,0.161,87.237,0,255,34.211
4,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0004-0257:1,0.131,115.161,0,255,45.161
5,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0005-0261:1,0.317,221.000,0,255,86.667
6,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0006-0262:1,0.068,0.000,0,0,0.000
7,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0007-0263:1,0.072,255.000,255,255,100.000
8,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0008-0264:1,0.017,191.250,0,255,75.000
9,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0009-0266:1,0.131,255.000,255,255,100.000
10,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0010-0267:1,0.249,255.000,255,255,100.000
11,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0011-0267:1,0.169,172.125,0,255,67.500
12,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0012-0265:1,0.025,255.000,255,255,100.000
13,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0013-0268:1,0.144,255.000,255,255,100.000
14,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0014-0270:1,0.266,255.000,255,255,100.000
15,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0015-0270:1,0.254,255.000,255,255,100.000
16,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0016-0274:1,0.097,210.652,0,255,82.609
17,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0017-0275:1,0.262,115.161,0,255,45.161
18,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0018-0276:1,0.279,251.136,0,255,98.485
19,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0019-0277:1,0.245,246.207,0,255,96.552
20,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0020-0278:1,0.283,251.194,0,255,98.507
21,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0021-0278:1,0.118,109.286,0,255,42.857
22,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0022-0281:1,0.338,216.750,0,255,85.000
23,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0023-0281:1,0.139,224.091,0,255,87.879
24,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0024-0284:1,0.254,216.750,0,255,85.000
25,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0025-0285:1,0.368,252.069,0,255,98.851
26,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0026-0288:1,0.317,251.600,0,255,98.667
27,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0027-0287:1,0.279,255.000,255,255,100.000
28,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0028-0289:1,0.308,255.000,255,255,100.000
29,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0029-0289:1,0.215,255.000,255,255,100.000
30,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0030-0290:1,0.279,224.091,0,255,87.879
31,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0031-0291:1,0.363,240.174,0,255,94.186
32,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0032-0292:1,0.334,229.177,0,255,89.873
33,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0033-0294:1,0.617,253.253,0,255,99.315
34,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0034-0292:1,0.089,157.857,0,255,61.905
35,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0035-0293:1,0.207,234.184,0,255,91.837
36,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0036-0294:1,0.097,44.348,0,255,17.391
37,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0037-0300:1,0.161,221.447,0,255,86.842
38,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0038-0302:1,0.262,238.548,0,255,93.548
39,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0039-0305:1,0.127,255.000,255,255,100.000
40,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0040-0304:1,0.030,255.000,255,255,100.000
41,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0041-0304:1,0.017,0.000,0,0,0.000
42,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0042-0307:1,0.123,255.000,255,255,100.000
43,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0043-0305:1,0.038,255.000,255,255,100.000
44,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0044-0307:1,0.072,255.000,255,255,100.000
45,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0045-0309:1,0.177,121.429,0,255,47.619
46,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0046-0312:1,0.562,241.579,0,255,94.737
47,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0047-0311:1,0.270,255.000,255,255,100.000
48,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0048-0311:1,0.106,255.000,255,255,100.000
49,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0049-0314:1,0.313,27.568,0,255,10.811
50,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0050-0314:1,0.156,199.865,0,255,78.378
51,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0051-0316:1,0.127,255.000,255,255,100.000
52,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0052-0318:1,0.161,255.000,255,255,100.000
53,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0053-0317:1,0.085,242.250,0,255,95.000
54,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0054-0331:1,0.744,226.023,0,255,88.636
55,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0055-0323:1,0.135,231.094,0,255,90.625
56,MAX_Multiply-20211208-K14-EBS-VAPB-well1-007_SS-NoFil.tif:0001-0056-0323:1,0.072,255.000,255,255,100.000
