 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0001-0001-0478:1,0.296,127.5,0,255,50,1,0.148,25,0
2,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0002-0001-0479:2,0.279,170,0,255,66.667,2,0.18600093,,
3,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0003-0001-0479:3,0.304,173.542,0,255,68.056,3,0.20689024,,
4,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0004-0001-0480:4,0.308,178.151,0,255,69.863,4,0.21517804,,
5,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0005-0001-0480:5,0.279,142.955,0,255,56.061,5,0.15641019,,
6,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0006-0001-0482:6,0.317,153,0,255,60,6,0.1902,,
7,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0007-0001-0481:7,0.321,137.566,0,255,53.947,7,0.17316987,,
8,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0008-0001-0481:8,0.275,153,0,255,60,8,0.165,,
9,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0009-0001-0483:9,0.325,158.961,0,255,62.338,9,0.2025985,,
10,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0010-0001-0482:10,0.292,121.957,0,255,47.826,10,0.13965192,,
11,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0011-0001-0483:11,0.283,95.149,0,255,37.313,11,0.10559579,,
12,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0012-0001-0483:12,0.292,103.478,0,255,40.58,12,0.1184936,,
13,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0013-0001-0484:13,0.283,110.373,0,255,43.284,13,0.12249372,,
14,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0014-0001-0485:14,0.317,112.2,0,255,44,14,0.13948,,
15,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0015-0001-0485:15,0.3,125.704,0,255,49.296,15,0.147888,,
16,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0016-0001-0485:16,0.304,123.958,0,255,48.611,16,0.14777744,,
17,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0017-0001-0484:17,0.283,121.791,0,255,47.761,17,0.13516363,,
18,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0018-0001-0484:18,0.296,105.643,0,255,41.429,18,0.12262984,,
19,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0019-0001-0483:19,0.27,159.375,0,255,62.5,19,0.16875,,
20,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0020-0001-0483:20,0.308,181.644,0,255,71.233,20,0.21939764,,
21,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0021-0001-0483:21,0.287,157.5,0,255,61.765,21,0.17726555,,
22,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0022-0001-0483:22,0.262,57.581,0,255,22.581,22,0.05916222,,
23,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0023-0001-0484:23,0.308,108.288,0,255,42.466,23,0.13079528,,
24,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0024-0001-0484:24,0.283,114.179,0,255,44.776,24,0.12671608,,
25,MAX_Multiply-DP-VAPB-488-561-12p5PC15PC-5Z-80msSTD_003_Simple Segmentation.tif:0025-0001-0484:25,0.292,121.957,0,255,47.826,25,0.13965192,,
