 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0001-0001-0666:1,0.27,187.266,0,255,73.438,1,0.1982826,25,0
2,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0002-0001-0666:2,0.292,177.391,0,255,69.565,2,0.2031298,,
3,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0003-0001-0665:3,0.266,149.762,0,255,58.73,3,0.1562218,,
4,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0004-0001-0664:4,0.262,172.742,0,255,67.742,4,0.17748404,,
5,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0005-0001-0664:5,0.292,203.261,0,255,79.71,5,0.2327532,,
6,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0006-0001-0664:6,0.279,197.045,0,255,77.273,6,0.21559167,,
7,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0007-0001-0663:7,0.308,178.151,0,255,69.863,7,0.21517804,,
8,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0008-0001-0663:8,0.287,112.5,0,255,44.118,8,0.12661866,,
9,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0009-0001-0662:9,0.287,138.75,0,255,54.412,9,0.15616244,,
10,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0010-0001-0661:10,0.27,119.531,0,255,46.875,10,0.1265625,,
11,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0011-0001-0661:11,0.262,123.387,0,255,48.387,11,0.12677394,,
12,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0012-0001-0660:12,0.27,87.656,0,255,34.375,12,0.0928125,,
13,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0013-0001-0660:13,0.296,116.571,0,255,45.714,13,0.13531344,,
14,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0014-0001-0660:14,0.279,115.909,0,255,45.455,14,0.12681945,,
15,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0015-0001-0660:15,0.292,170,0,255,66.667,15,0.19466764,,
16,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0016-0001-0659:16,0.279,150.682,0,255,59.091,16,0.16486389,,
17,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0017-0001-0658:17,0.3,161.62,0,255,63.38,17,0.19014,,
18,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0018-0001-0657:18,0.296,156.643,0,255,61.429,18,0.18182984,,
19,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0019-0001-0657:19,0.308,157.192,0,255,61.644,19,0.18986352,,
20,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0020-0001-0656:20,0.275,160.846,0,255,63.077,20,0.17346175,,
21,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0021-0001-0656:21,0.3,179.577,0,255,70.423,21,0.211269,,
22,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0022-0001-0655:22,0.283,144.627,0,255,56.716,22,0.16050628,,
23,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0023-0001-0654:23,0.279,177.727,0,255,69.697,23,0.19445463,,
24,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0024-0001-0654:24,0.275,188.308,0,255,73.846,24,0.2030765,,
25,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0025-0001-0654:25,0.287,176.25,0,255,69.118,25,0.19836866,,
