 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0001-0001-0177:1,0.27,155.391,0,255,60.938,1,0.1645326,25,0
2,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0002-0001-0177:2,0.27,115.547,0,255,45.312,2,0.1223424,,
3,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0003-0001-0178:3,0.275,129.462,0,255,50.769,3,0.13961475,,
4,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0004-0001-0177:4,0.262,106.935,0,255,41.935,4,0.1098697,,
5,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0005-0001-0178:5,0.254,148.75,0,255,58.333,5,0.14816582,,
6,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0006-0001-0179:6,0.249,95.085,0,255,37.288,6,0.09284712,,
7,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0007-0001-0179:7,0.283,140.821,0,255,55.224,7,0.15628392,,
8,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0008-0001-0179:8,0.283,114.179,0,255,44.776,8,0.12671608,,
9,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0009-0001-0180:9,0.254,123.25,0,255,48.333,9,0.12276582,,
10,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0010-0001-0181:10,0.258,133.77,0,255,52.459,10,0.13534422,,
11,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0011-0001-0181:11,0.249,146.949,0,255,57.627,11,0.14349123,,
12,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0012-0001-0182:12,0.262,180.968,0,255,70.968,12,0.18593616,,
13,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0013-0001-0182:13,0.266,182.143,0,255,71.429,13,0.19000114,,
14,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0014-0001-0182:14,0.228,160.556,0,255,62.963,14,0.14355564,,
15,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0015-0001-0183:15,0.27,175.312,0,255,68.75,15,0.185625,,
16,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0016-0001-0185:16,0.266,186.19,0,255,73.016,16,0.19422256,,
17,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0017-0001-0185:17,0.266,246.905,0,255,96.825,17,0.2575545,,
18,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0018-0001-0185:18,0.262,242.661,0,255,95.161,18,0.24932182,,
19,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0019-0001-0185:19,0.262,226.21,0,255,88.71,19,0.2324202,,
20,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0020-0001-0185:20,0.241,223.684,0,255,87.719,20,0.21140279,,
21,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0021-0001-0185:21,0.241,201.316,0,255,78.947,21,0.19026227,,
22,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0022-0001-0185:22,0.249,172.881,0,255,67.797,22,0.16881453,,
23,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0023-0001-0185:23,0.249,224.746,0,255,88.136,23,0.21945864,,
24,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0024-0001-0184:24,0.258,242.459,0,255,95.082,24,0.24531156,,
25,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0025-0001-0185:25,0.224,216.509,0,255,84.906,25,0.19018944,,
