 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0001-0001-0701:1,0.292,0,0,0,0,1,0,1,24
2,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0002-0001-0700:2,0.279,0,0,0,0,2,0,,
3,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0003-0001-0700:3,0.254,0,0,0,0,3,0,,
4,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0004-0001-0698:4,0.275,0,0,0,0,4,0,,
5,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0005-0001-0697:5,0.279,0,0,0,0,5,0,,
6,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0006-0001-0698:6,0.27,0,0,0,0,6,0,,
7,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0007-0001-0696:7,0.262,0,0,0,0,7,0,,
8,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0008-0001-0695:8,0.283,0,0,0,0,8,0,,
9,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0009-0001-0695:9,0.292,0,0,0,0,9,0,,
10,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0010-0001-0694:10,0.283,0,0,0,0,10,0,,
11,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0011-0001-0694:11,0.275,0,0,0,0,11,0,,
12,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0012-0001-0694:12,0.313,0,0,0,0,12,0,,
13,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0013-0001-0693:13,0.283,0,0,0,0,13,0,,
14,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0014-0001-0692:14,0.317,0,0,0,0,14,0,,
15,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0015-0001-0691:15,0.304,0,0,0,0,15,0,,
16,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0016-0001-0691:16,0.296,0,0,0,0,16,0,,
17,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0017-0001-0690:17,0.3,0,0,0,0,17,0,,
18,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0018-0001-0690:18,0.3,3.592,0,255,1.408,18,0.004224,,
19,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0019-0001-0688:19,0.283,0,0,0,0,19,0,,
20,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0020-0001-0689:20,0.317,0,0,0,0,20,0,,
21,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0021-0001-0688:21,0.304,0,0,0,0,21,0,,
22,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0022-0001-0688:22,0.296,0,0,0,0,22,0,,
23,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0023-0001-0687:23,0.296,0,0,0,0,23,0,,
24,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0024-0001-0687:24,0.317,0,0,0,0,24,0,,
25,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0025-0001-0686:25,0.292,0,0,0,0,25,0,,
