 ,Label,Area,Mean,Min,Max,%Area,Timepoint,Area occupied,Contact,No contact
1,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0001-0001-0282:1,0.401,187.895,0,255,73.684,1,0.29547284,25,0
2,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0002-0001-0282:2,0.406,215.156,0,255,84.375,2,0.3425625,,
3,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0003-0001-0282:3,0.422,188.7,0,255,74,3,0.31228,,
4,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0004-0001-0282:4,0.414,197.755,0,255,77.551,4,0.32106114,,
5,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0005-0001-0281:5,0.418,198.333,0,255,77.778,5,0.32511204,,
6,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0006-0001-0281:6,0.397,214.309,0,255,84.043,6,0.33365071,,
7,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0007-0001-0281:7,0.397,214.309,0,255,84.043,7,0.33365071,,
8,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0008-0001-0281:8,0.397,206.17,0,255,80.851,8,0.32097847,,
9,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0009-0001-0281:9,0.448,182.83,0,255,71.698,9,0.32120704,,
10,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0010-0001-0281:10,0.452,197.804,0,255,77.57,10,0.3506164,,
11,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0011-0001-0281:11,0.414,208.163,0,255,81.633,11,0.33796062,,
12,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0012-0001-0281:12,0.431,197.5,0,255,77.451,12,0.33381381,,
13,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0013-0001-0280:13,0.444,208.857,0,255,81.905,13,0.3636582,,
14,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0014-0001-0280:14,0.444,233.143,0,255,91.429,14,0.40594476,,
15,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0015-0001-0280:15,0.439,186.346,0,255,73.077,15,0.32080803,,
16,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0016-0001-0281:16,0.461,187.156,0,255,73.394,16,0.33834634,,
17,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0017-0001-0280:17,0.41,210.309,0,255,82.474,17,0.3381434,,
18,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0018-0001-0281:18,0.465,215.591,0,255,84.545,18,0.39313425,,
19,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0019-0001-0280:19,0.448,226.132,0,255,88.679,19,0.39728192,,
20,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0020-0001-0280:20,0.439,188.798,0,255,74.038,20,0.32502682,,
21,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0021-0001-0279:21,0.431,202.5,0,255,79.412,21,0.34226572,,
22,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0022-0001-0279:22,0.439,188.798,0,255,74.038,22,0.32502682,,
23,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0023-0001-0279:23,0.439,193.702,0,255,75.962,23,0.33347318,,
24,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0024-0001-0279:24,0.439,208.413,0,255,81.731,24,0.35879909,,
25,MAX_Multiply-DP-VAPB-488-561-13PC15PC-5Z-80msSTD_008_Simple Segmentation.tif:0025-0001-0279:25,0.444,213.714,0,255,83.81,25,0.3721164,,
